ProductID,ProductName,Category,SubCategory,Cost,ListPrice
PROD00383,Deluxe Outdoor Bundle 923,Toys,Outdoor,776.39,1431.9
PROD00384,Eco Plush Pack 428,Toys,Plush,544.08,1190.8
PROD00385,Eco Children Bundle 426,Books,Children,264.43,578.62
PROD00386,Smart Reference Set 485,Books,Reference,254.43,587.97
PROD00387,Deluxe Beverages Kit 706,Grocery,Beverages,897.55,1339.95
PROD00388,Signature Cameras Kit 548,Electronics,Cameras,718.52,1704.5
PROD00389,Essential Activewear Unit 242,Apparel,Activewear,571.1,900.47
PROD00390,Lite Tools Edition 559,Home & Garden,Tools,891.66,1691.45
PROD00391,Compact Plush Bundle 656,Toys,Plush,35.98,92.01
PROD00392,Smart Menswear Set 270,Apparel,Menswear,583.36,764.09
PROD00393,Lite Outdoor Edition 110,Toys,Outdoor,91.45,141.72
PROD00394,Premium Outdoor Bundle 574,Sports,Outdoor,695.79,1422.61
PROD00395,Pro Decor Unit 207,Home & Garden,Decor,268,668.05
PROD00396,Signature Menswear Model 456,Apparel,Menswear,282.77,527.28
PROD00397,Max Water Sports Set 587,Sports,Water Sports,90.57,201.49
PROD00398,Ultra Children Pack 145,Books,Children,729.74,1025.55
PROD00399,Essential Beverages Model 858,Grocery,Beverages,221.79,329.47
PROD00400,Compact Decor Bundle 573,Home & Garden,Decor,210.97,379.07
PROD00401,Essential Kitchen Bundle 505,Home & Garden,Kitchen,29.19,60.69
PROD00402,Deluxe Outdoor Bundle 498,Sports,Outdoor,6.99,10.76
PROD00403,Deluxe Stationery Edition 918,Office,Stationery,785.17,1179.64
PROD00404,Max Snacks Edition 368,Grocery,Snacks,604.62,1155.31
PROD00405,Lite Household Line 501,Grocery,Household,529.54,910.65
PROD00406,Eco Reference Pack 729,Books,Reference,532.38,1148.53
PROD00407,Smart Beverages Pack 219,Grocery,Beverages,167.19,365.5
PROD00408,Deluxe Building Model 688,Toys,Building,347.19,521.05
PROD00409,Eco Lighting Unit 395,Home & Garden,Lighting,128.85,215.78
PROD00410,Pro Reference Set 109,Books,Reference,437.69,662.41
PROD00411,Compact Plush Unit 518,Toys,Plush,617.17,1117.76
PROD00412,Eco Technical Edition 678,Books,Technical,30.68,69.87
PROD00413,Classic Stationery Kit 650,Office,Stationery,261.94,603.51
PROD00414,Compact Reference Edition 686,Books,Reference,105.44,242.13
PROD00415,Pro Household Unit 659,Grocery,Household,199.03,363.02
PROD00416,Pro Team Sports Unit 369,Sports,Team Sports,315.67,742.64
PROD00417,Smart Fiction Kit 930,Books,Fiction,664.64,1449.13
PROD00418,Deluxe Games Model 903,Toys,Games,188.34,288.04
PROD00419,Premium Accessories Collection 387,Electronics,Accessories,538.38,795.35
PROD00420,Deluxe Furniture Pack 978,Office,Furniture,464.43,1144.92
PROD00421,Lite Womenswear Series 383,Apparel,Womenswear,780.74,1109.67
PROD00422,Eco Kitchen Set 948,Home & Garden,Kitchen,225.06,537.62
PROD00423,Eco Building Line 747,Toys,Building,244.04,441.52
PROD00424,Essential Fiction Edition 512,Books,Fiction,465.51,756.74
PROD00425,Max Frozen Set 695,Grocery,Frozen,5.22,11.98
PROD00426,Essential Activewear Set 970,Apparel,Activewear,59.81,117.91
PROD00427,Smart Outdoor Unit 374,Sports,Outdoor,292.61,477.79
PROD00428,Max Lighting Set 798,Home & Garden,Lighting,686.74,901.02
PROD00429,Ultra Fiction Model 551,Books,Fiction,412.5,1067.95
PROD00430,Signature Games Model 765,Toys,Games,273.77,665.39
PROD00431,Essential Stationery Set 356,Office,Stationery,76.93,165.18
PROD00432,Lite Furniture Pack 843,Home & Garden,Furniture,630.4,987.27
PROD00433,Pro Menswear Kit 588,Apparel,Menswear,72.91,149.57
PROD00434,Pro Fiction Set 936,Books,Fiction,111.17,268.08
PROD00435,Ultra Tools Kit 492,Home & Garden,Tools,83.13,194.36
PROD00436,Premium Footwear Pack 240,Apparel,Footwear,346.3,813.13
PROD00437,Ultra Kitchen Collection 676,Home & Garden,Kitchen,10.6,22.55
PROD00438,Signature Children Kit 743,Books,Children,674.2,1680.01
PROD00439,Ultra Non-Fiction Edition 243,Books,Non-Fiction,677.94,1387.01
PROD00440,Lite Outdoor Set 910,Toys,Outdoor,128.43,208.56
PROD00441,Compact Womenswear Line 714,Apparel,Womenswear,649.9,1062.35
PROD00442,Smart Audio Collection 721,Electronics,Audio,460.04,1039.5
PROD00443,Smart Stationery Unit 495,Office,Stationery,104.13,200.39
PROD00444,Pro Outerwear Set 424,Apparel,Outerwear,121.39,292.8
PROD00445,Compact Outdoor Model 881,Toys,Outdoor,425.5,1099.04
PROD00446,Deluxe Menswear Edition 114,Apparel,Menswear,238.18,310.53
PROD00447,Compact Cameras Pack 743,Electronics,Cameras,642.23,1467.88
PROD00448,Ultra Building Collection 650,Toys,Building,555.59,902.6
PROD00449,Compact Stationery Kit 927,Office,Stationery,142.37,240.76
PROD00450,Signature Footwear Bundle 847,Apparel,Footwear,858.22,1349.26
PROD00451,Lite Fitness Edition 564,Sports,Fitness,552.23,731.31
PROD00452,Pro Furniture Model 818,Home & Garden,Furniture,13.18,25.31
PROD00453,Compact Household Pack 270,Grocery,Household,336.57,761.39
PROD00454,Pro Stationery Set 926,Office,Stationery,388.1,759.59
PROD00455,Essential Supplies Edition 608,Office,Supplies,411.31,714.1
PROD00456,Eco Reference Set 261,Books,Reference,231.84,322.01
PROD00457,Signature Womenswear Collection 102,Apparel,Womenswear,42.5,102.64
PROD00458,Max Fitness Set 492,Sports,Fitness,828.44,1235.7
PROD00459,Signature Accessories Bundle 329,Electronics,Accessories,291.66,528.47
PROD00460,Ultra Pantry Line 481,Grocery,Pantry,110.1,237.7
PROD00461,Smart Phones Collection 147,Electronics,Phones,858.81,1153.43
PROD00462,Classic Children Set 188,Books,Children,499.12,629.27
PROD00463,Deluxe Team Sports Pack 857,Sports,Team Sports,561.58,1053.69
PROD00464,Signature Non-Fiction Collection 878,Books,Non-Fiction,716.99,1041.98
PROD00465,Smart Educational Collection 454,Toys,Educational,573.44,1253.64
PROD00466,Pro Audio Bundle 969,Electronics,Audio,665.06,1107.42
PROD00467,Smart Water Sports Bundle 603,Sports,Water Sports,865.18,2217.42
PROD00468,Ultra Decor Series 337,Home & Garden,Decor,807.87,1576.7
PROD00469,Signature Frozen Edition 694,Grocery,Frozen,88.73,126.91
PROD00470,Deluxe Educational Line 163,Toys,Educational,393.18,1003.28
PROD00471,Classic Team Sports Set 920,Sports,Team Sports,355.48,843.58
PROD00472,Max Pantry Pack 339,Grocery,Pantry,69.99,106.64
PROD00473,Ultra Womenswear Model 560,Apparel,Womenswear,421.05,757.38
PROD00474,Max Snacks Pack 574,Grocery,Snacks,240.71,339.85
PROD00475,Signature Decor Line 141,Home & Garden,Decor,195.87,471.34
PROD00476,Signature Furniture Kit 464,Home & Garden,Furniture,358.43,471.72
PROD00477,Eco Furniture Series 514,Office,Furniture,769.58,1539.57
PROD00478,Max Fitness Edition 923,Sports,Fitness,715.05,1011.05
PROD00479,Eco Phones Kit 943,Electronics,Phones,362.32,788.58
PROD00480,Deluxe Outerwear Pack 932,Apparel,Outerwear,70.26,182.41
PROD00481,Eco Outdoor Edition 967,Sports,Outdoor,746.93,1267.98
PROD00482,Pro Cameras Model 687,Electronics,Cameras,391.54,872.34
PROD00483,Lite Fiction Bundle 276,Books,Fiction,320.49,793.6
PROD00484,Max Furniture Model 135,Office,Furniture,553.85,1153.62
PROD00485,Lite Storage Collection 590,Office,Storage,57.7,93.92
PROD00486,Smart Tools Collection 355,Home & Garden,Tools,568.79,1326.95
PROD00487,Signature Cameras Set 591,Electronics,Cameras,491.43,935.84
PROD00488,Classic Frozen Model 126,Grocery,Frozen,289.03,446.75
PROD00489,Max Stationery Collection 466,Office,Stationery,690.86,1795.87
PROD00490,Smart Furniture Kit 372,Home & Garden,Furniture,481.72,1116.71
PROD00491,Deluxe Phones Bundle 463,Electronics,Phones,841.88,2179.28
PROD00492,Smart Kitchen Line 425,Home & Garden,Kitchen,726.17,1591.62
PROD00493,Deluxe Audio Line 245,Electronics,Audio,508.11,764.26
PROD00494,Classic Reference Model 602,Books,Reference,37.05,49.12
PROD00495,Compact Fitness Unit 100,Sports,Fitness,300.57,624.91
PROD00496,Signature Decor Model 921,Home & Garden,Decor,760.32,1282.54
PROD00497,Deluxe Phones Model 892,Electronics,Phones,102.5,200.95
PROD00498,Premium Beverages Bundle 700,Grocery,Beverages,93.63,155.18
PROD00499,Signature Kitchen Bundle 910,Home & Garden,Kitchen,576.42,1099.65
PROD00500,Signature Snacks Collection 810,Grocery,Snacks,800.97,1664.82
